Area,Perimeter,Eccentricity,Orientation,MajorAxisLength,MinorAxisLength,CentroidX,CentroidY,MeanR,MeanG,MeanB,StdR,StdG,StdB,RelacionAspecto,Circularidad,Compacidad,Etiqueta,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,Clase,NombreImagen
17593,519.669,0.438183517152576,18.6816942939,173.089756127374,155.58787806495,704.604444949696,194.067526857273,141.38009435571,117.432160518388,86.7203433183653,23.7197226995459,22.47113160361,21.1789996884628,1.112488699506,0.818646003057836,15.3501886864662,6,615.5,113.5,167,160,garbanzo,G_3.png
17445,500.092,0.603426436956128,-25.6861998843565,172.299894856761,137.395152988944,884.012783032387,707.305015763829,147.156835769561,125.683748925193,90.319690455718,23.6743423120999,21.5440630940112,19.8020415309141,1.25404638452293,0.876558738177561,14.3360280002293,7,800.5,635.5,173,152,garbanzo,G_3.png
16385,474.09,0.455555318099722,53.8225685321436,157.588988914934,140.286896228871,878.2360085444,1042.02404638389,152.957461092463,135.735489777235,102.962648764114,19.9783656034814,19.0062945934564,18.4880417251605,1.12333363379739,0.916082781040815,13.7175055294477,8,802.5,964.5,147,155,garbanzo,G_3.png
17448,499.257,0.63493702415703,-32.0955315074773,172.324008895403,133.131307904263,980.499254928932,322.520346171481,135.092732691426,110.59244612563,74.3117262723521,24.9857229348349,22.3768877127347,19.6162845581458,1.29439131642366,0.879644498940743,14.2857377377923,9,894.5,247.5,166,145,garbanzo,G_3.png
14505,447.691,0.625240062112098,-13.970023363454,157.165337539677,122.656935041384,1611.82461220269,1126.01185798001,147.991451223716,134.291485694588,96.8205446397794,28.6324335927633,25.8022433873998,22.5113348260225,1.28134081849225,0.909433336051239,13.8178029287142,10,1538.5,1059.5,151,126,garbanzo,G_3.png
16315,470.12,0.645409206816338,68.2604282047515,168.628038210115,128.804334070343,1976.70573092246,1080.55047502298,135.666993564205,118.002696904689,85.2012258657677,27.9782921859416,25.6562916942858,22.7521281210613,1.30917984574978,0.927640042636686,13.5466021697824,11,1905.5,994.5,135,161,garbanzo,G_3.png
19097,554.684,0.651872718707827,-60.2145799039333,200.425892099932,151.988645593412,2265.33534062942,559.780750903283,143.505576792166,123.411321149919,88.3825731790334,29.5952107718826,26.8600249072246,22.6258373301578,1.31868990158709,0.77998048109808,16.1111347256637,12,2174.5,470.5,174,181,garbanzo,G_3.png
17103,508.03,0.584385045355454,-83.1603834642273,178.875858639879,145.15355666386,2247.18277495176,1122.43840261942,144.527392855055,124.489329357423,89.6498275156405,27.5301186492364,25.7033987253599,22.3806882430516,1.23232156862757,0.832728525879086,15.0905970239139,13,2178.5,1030.5,140,178,garbanzo,G_3.png
19525,557.017,0.659937034785585,47.8087652880443,197.323960155475,148.253617350205,2542.67759282971,883.995339308579,150.357541613316,122.413623559539,84.131318822023,29.0574452782945,26.8560565957183,23.470686947701,1.33098917707591,0.790795167552321,15.890803497516,14,2450.5,794.5,176,176,garbanzo,G_3.png
13508,501.307,0.516424105723792,22.3344778359816,153.553000331093,131.492495706866,2544.98778501629,1481.06699733491,149.456470239858,122.827583654131,90.6970684039088,27.1260059217747,26.0837325700323,24.0762227140874,1.16777006555117,0.675450267686612,18.6044350199141,15,2465.5,1413.5,151,129,garbanzo,G_3.png
17509,492.526,0.543644599424776,-42.4393794985191,165.907364805125,139.248626894958,435.58261465532,388.115426352162,138.750414072763,109.941458678394,79.1462105203038,23.9939845070238,22.8270721398525,21.3449904890602,1.19144704335416,0.907011688646772,13.8546953381689,2,360.5,304.5,156,159,garbanzo,G_4.png
14131,471.823,0.510127413325409,-29.2308722795459,149.677945304566,128.737827791731,610.759677305216,274.351142877362,137.578515320926,114.388153704621,83.813105937301,25.7594672160799,25.3079797940252,23.0940221257849,1.16265706725075,0.797672362651549,15.7537996836034,3,542.5,206.5,144,135,garbanzo,G_4.png
15393,460.968,0.501395175185672,26.2939914838403,154.643267000796,133.800199920264,879.23302799974,1055.98648736439,154.661469499123,138.319236016371,105.248619502371,19.4919070670282,18.3223710902403,18.0059789048819,1.15577754811243,0.9103147447118,13.8044238955369,4,802.5,987.5,151,146,garbanzo,G_4.png
16664,497.916,0.515760555071824,-81.4904854665084,170.222390218583,145.83510094502,1023.60897743639,214.824411905905,135.24453912626,115.736677868459,85.6866898703793,24.5195109167181,22.8390444059744,20.960961144114,1.16722509955101,0.844650331378336,14.8776009995199,5,952.5,131.5,142,165,garbanzo,G_4.png
15620,498.943,0.707738335319145,13.8177501505467,187.482833807421,132.451871734023,1184.27368758003,926.28290653009,148.972983354673,140.150128040973,107.704737516005,24.9184528248094,23.6659058060556,22.072563150029,1.4154789309728,0.788476993011085,15.9375235114597,6,1095.5,860.5,180,137,garbanzo,G_4.png
16397,489.853,0.635806517418888,22.3120655463122,167.091844096894,128.969585489269,1440.73470756846,260.960053668354,130.891016649387,109.721778374093,72.2922485820577,24.1669856687439,22.6060170073529,20.3072393085181,1.29559107647746,0.85870247849645,14.6341380501921,7,1358.5,195.5,166,138,garbanzo,G_4.png
14539,461.783,0.639916279807044,-76.23148995757,164.85622774153,126.682883515932,1456.66889057019,978.700254487929,146.760024760988,131.560905151661,95.1074351743586,25.755391533392,25.5264973082734,24.6130966179459,1.30132992844923,0.856778419372953,14.667001794415,8,1393.5,903.5,129,159,garbanzo,G_4.png
13053,425.652,0.611944378803506,51.749408653792,148.362276461449,117.339843312961,1650.20600628208,1081.63081283996,150.839347276488,135.831839423887,97.8101585842335,25.5282890551015,22.8104554466652,20.1994376811957,1.26438106846408,0.905338199784193,13.8803053017697,9,1582.5,1017.5,134,136,garbanzo,G_4.png
14390,445.286,0.622580029956824,30.706127600771,156.793576264757,122.699775222196,1752.22828353023,423.463446838082,135.716261292564,125.033356497568,91.2282835302293,27.3700144997125,25.2127096433805,21.1488295767565,1.27786359820807,0.911995249449666,13.7789869211953,10,1673.5,357.5,154,136,garbanzo,G_4.png
15570,458.856,0.651005183375974,68.7318577944647,164.906693544731,125.176265502427,1936.4533076429,1099.39229287091,140.01265253693,121.565382145151,87.8787411689146,27.2571020448949,24.928657844934,22.4689065324393,1.31739585681708,0.929277980980373,13.5227250312139,11,1867.5,1015.5,131,157,garbanzo,G_4.png
16644,483.973,0.502991139060534,-67.694761940636,162.631559038346,140.5610851215,2006.21845710166,563.028719057919,139.221401105503,121.887286709926,85.1121725546744,27.5422592791728,25.1988099843433,21.6714106020732,1.15701695741583,0.892946220787783,14.0729310699952,12,1935.5,482.5,145,159,garbanzo,G_4.png
17461,535.481,0.659435707748723,-61.8972613380802,195.795536531221,147.191441335412,2221.8139854533,593.907393620068,143.425405188706,125.017696580952,89.6688047649046,28.7658339188302,26.1262372148292,22.1610238767153,1.33021006353931,0.765227986254617,16.4217342283374,13,2132.5,506.5,168,176,garbanzo,G_4.png
16463,498.139,0.598715813582889,-83.7444733859759,174.978037384398,140.150676761087,2201.80246613618,1142.77537508352,149.773309846322,128.994897649274,93.4620057097734,26.6264333648468,25.2306762280695,22.4419552381831,1.24849941097809,0.833715264430871,15.0727366410132,14,2135.5,1051.5,136,175,garbanzo,G_4.png
18845,542.081,0.655927111590498,47.5242688548338,191.874016310142,144.831157391762,2491.2630936588,911.470575749536,152.897797824357,126.099655080923,86.6385778721146,28.2900054569917,25.8387231100753,23.0612887621211,1.3248117308842,0.805893466422726,15.5930915659857,15,2401.5,824.5,172,171,garbanzo,G_4.png
13035,685.32,0.523768469229785,22.1255278583622,150.553150548305,128.250306773062,2493.36509397775,1497.53532796318,153.296739547372,127.372919064058,94.8812428078251,25.8260552944566,24.8689772691809,23.5073049019936,1.17390090001663,0.348765957161103,36.0309553049482,16,2416.5,1431.5,148,127,garbanzo,G_4.png
10200,697.948,0.534744911982329,21.7933720252914,136.268983198244,115.149135588283,203.814803921569,340.233823529412,150.094705882353,123.026568627451,89.676862745098,24.645935782894,23.2044076366588,21.441271060217,1.18341299308989,0.263126083537136,47.7579814415686,1,142.5,287.5,132,112,garbanzo,G_5.png
11088,634.005,0.619925393927166,-30.8222952821536,170.777476484229,134.002384236581,375.912247474747,314.896013708514,153.432269119769,130.09595959596,98.7588383838384,25.2566284203888,24.5610180884628,22.8716307679931,1.27443610393321,0.346639233325561,36.2520147930195,2,295.5,247.5,160,145,garbanzo,G_5.png
14582,487.778,0.662202465927863,-61.0331485999575,177.328423482683,132.876613648443,440.497874091346,1154.12076532712,147.268756000549,127.335824989713,91.8253326018379,26.9670282403155,24.3516975911896,21.0895786091841,1.33453448739932,0.770162805097705,16.3165119519956,3,369.5,1072.5,153,162,garbanzo,G_5.png
13341,446.921,0.582381962245181,-82.7695069324701,156.802868890831,127.467447837145,464.594483172176,657.373210404018,148.377707818005,126.702346150963,91.8842665467356,25.04128185366,23.9019784527439,21.2890320734128,1.23014049117204,0.839337688449688,14.9717697504685,4,401.5,582.5,124,155,garbanzo,G_5.png
13969,441.63,0.499744392670819,-66.7145521422326,147.716531383284,127.948060569966,637.434175674708,1182.09678573985,142.475051900637,123.777435750591,87.6764979597681,25.6859775220809,23.1452208700392,20.6904500493482,1.15450387231551,0.9000321985067,13.9621345049753,5,570.5,1110.5,132,145,garbanzo,G_5.png
12702,413.072,0.641325022730961,67.1295716368533,147.675479479804,113.306865279868,703.890174775626,696.441347819241,138.558337269721,118.265627460242,85.5866792631082,25.9450799804048,23.5091623824388,21.2617174836467,1.3033233168621,0.93547127758436,13.4331976998898,6,647.5,631.5,119,140,garbanzo,G_5.png
11976,403.554,0.599591232878771,9.94214640532878,140.607335818434,112.528952461934,865.277221108884,1313.78699064796,137.705577822311,126.28006012024,92.9593353373413,25.8972884780182,23.8245126978654,20.4458226946869,1.24952141419781,0.924098656038848,13.5985162755511,7,794.5,1252.5,141,115,garbanzo,G_5.png
13461,438.76,0.648585730783606,21.6139158177736,153.45314995034,116.799577547301,960.366317509843,1487.50716885818,134.094792363123,112.85558279474,74.209716960107,23.1558468332831,22.0613848007748,20.5330505312168,1.31381596725549,0.878684838168861,14.3013399895996,8,884.5,1421.5,152,124,garbanzo,G_5.png
10677,382.431,0.59627559173464,49.1244820992344,132.456643548839,106.333518758404,962.532546595486,709.87318535169,148.298304767257,132.02481970591,94.2386438138054,24.5777737644825,21.7995964992209,18.9208976699421,1.24567159156829,0.917387732877508,13.6979928595111,9,902.5,646.5,121,121,garbanzo,G_5.png
11962,416.702,0.652422142164125,-75.4755610515676,148.951701616956,112.883904584956,1137.79485035947,803.364069553586,145.321852533021,127.842668450092,92.3072228724294,25.1707634530744,24.8615124225186,23.844033031489,1.319512309258,0.86569018238429,14.5160137772948,10,1078.5,728.5,116,143,garbanzo,G_5.png
16006,478.302,0.666445570592065,-46.6734528537189,171.280942024793,127.69913798173,1338.10533549919,1288.50162439085,140.928151943021,124.279832562789,84.8490566037736,25.779546700817,23.2742496877701,20.5587542315873,1.34128502926384,0.879201221633307,14.2929403476196,11,1261.5,1205.5,153,159,garbanzo,G_5.png
13771,440.745,0.428158473663927,-85.3502227228865,145.621944593657,131.599085621497,1531.12177764868,1093.55972696246,142.820710188076,128.686224675042,93.516084525452,25.2414086327268,23.0530523514255,21.1376667984369,1.10655741949828,0.890841732701181,14.1061763869726,12,1465.5,1016.5,132,144,garbanzo,G_5.png
12871,437.344,0.682257362157643,76.4840185630003,158.412331589134,115.817171223982,1536.24978634139,773.041644005905,149.530572605081,135.24100691477,101.315360111879,23.2849643849565,22.9333997338553,22.4654910244614,1.36777931903358,0.845621095852229,14.8605216638956,13,1477.5,696.5,115,150,garbanzo,G_5.png
11903,410.127,0.490720741589116,-9.58226894954393,133.000814184584,115.885858146841,1815.85709485004,1175.40325968243,136.837856002688,119.642863143745,85.7495589347223,22.9642878485478,22.7415077120001,21.8351633886046,1.14768804676802,0.889261673819775,14.1312405384357,14,1748.5,1118.5,132,115,garbanzo,G_5.png
13627,423.13,0.432450215387175,-49.6176567381779,139.876676949381,126.120898586593,1831.87774271667,685.957510824099,133.556101856608,109.971894033903,74.2051075071549,18.2719758250898,16.9557973336106,17.1939910373869,1.10906819184564,0.95645046792525,13.1385482424598,15,1761.5,613.5,137,140,garbanzo,G_5.png
12785,421.516,0.287995956894626,54.482344857556,138.484404729774,132.617045510491,1942.82323034806,544.888541259288,147.528040672663,127.757528353539,95.7212358232303,19.5010433384334,19.5385885032414,19.9671908699892,1.04424287388319,0.904237403944805,13.8972028358232,16,1875.5,477.5,134,132,garbanzo,G_5.png
13047,431.582,0.608515702154115,51.9548195583377,149.867817655336,118.926382683738,2262.89836744079,915.419866636008,138.449758565187,112.108607342684,81.2670345673335,24.8841510449631,23.5648649343502,22.6615982225495,1.26017301017118,0.880225366300891,14.2763104716793,17,2196.5,847.5,135,139,garbanzo,G_5.png
17659,704.907,0.672891593443789,43.8265116458605,182.571720730005,135.055806563651,137.339203805425,972.984540460955,141.705136191177,115.625969760462,80.5119202672858,27.1624962602687,27.3769433749912,26.0161287184171,1.35182429675069,0.446593424097548,28.1382795542783,1,48.5,893.5,175,165,garbanzo,G_6.png
11532,799.994,0.523520774290742,22.5939457449551,146.246524851651,124.603927223053,223.184096427333,313.329171002428,148.483784252515,122.846340617412,90.7009191814083,25.6701422319306,24.1459904333757,21.9639676824481,1.17369113567228,0.226433687000052,55.4969129410336,2,156.5,256.5,144,120,garbanzo,G_6.png
12978,428.34,0.581792516211045,-51.6532515036355,146.721232940883,119.333842839851,274.175527816305,640.229850516258,139.250269687163,113.276776082601,80.3273231622746,24.8100577003131,24.1244139495573,22.5445634757881,1.22950228911832,0.888874339960791,14.1373983356449,3,206.5,572.5,133,137,garbanzo,G_6.png
16535,496.469,0.677772407270012,4.20136653257929,172.982993889103,127.189510706857,344.918294526761,1166.56413667977,144.59685515573,118.461505896583,81.7678863017841,25.3928045435687,22.8190896685753,20.3841555796454,1.36004135032637,0.843004303030628,14.9066506175386,4,252.5,1104.5,177,125,garbanzo,G_6.png
15651,514.956,0.670745327646718,31.8606335487154,174.637666832429,129.526616640645,418.627691521309,1614.48469746342,142.736502459907,118.253657913232,82.7847421889975,26.4419278539868,24.1879818309283,22.0080145094369,1.34827629534197,0.741671703689585,16.9433059827487,5,335.5,1543.5,170,144,garbanzo,G_6.png
13268,1542.951,0.644051677944623,-3.3150989639661,187.922652453442,143.757443548259,431.480027132951,276.319264395538,151.855743141393,129.169580946639,99.2913023816702,24.2963691083337,24.2494642183445,23.0725897353911,1.30722032762329,0.070034342924014,179.431548718797,6,338.5,208.5,187,132,garbanzo,G_6.png
17875,511.465,0.628721704832793,40.5142736863791,181.891169713433,141.44410058929,455.837090909091,886.024559440559,142.050237762238,117.743384615385,81.5144055944056,25.4597547058859,24.5150524823303,22.252499146866,1.28595797884558,0.858665620168519,14.6347662223776,7,373.5,804.5,167,163,garbanzo,G_6.png
15892,466.994,0.58419105096752,-2.22682960355618,159.315305579304,129.302878977184,498.41008054367,1313.36395670778,134.36905361188,109.298200352379,74.3627611376793,25.3464652619519,23.4579837444496,20.9008821454941,1.23210950010955,0.915726577233004,13.7228414319154,8,415.5,1248.5,163,128,garbanzo,G_6.png
12828,422.195,0.62556300494132,43.8403154312156,147.199043652644,114.840815417181,620.234642968506,644.672045525413,152.635251013408,130.794200187091,95.7309791082008,22.551944214309,20.6558193807008,19.2077241114512,1.28176592196699,0.90436270433463,13.8952773639694,9,554.5,581.5,137,130,garbanzo,G_6.png
13471,445.601,0.683945767615797,36.1380032785624,163.692873591609,119.419329463354,733.376141340658,1583.32143122263,143.769059461065,126.274886793853,92.7651993170514,27.7125457613489,25.852340533821,22.2196103876454,1.37074018358009,0.852545146987505,14.7398300943508,10,659.5,1514.5,154,137,garbanzo,G_6.png
15339,473.543,0.569601992512755,11.0887796028777,163.221222472856,134.154894780818,749.212921311689,1017.86531064607,137.951105026403,121.743138405372,89.0498728730687,25.4741723072192,23.3267396392138,21.0219210874027,1.21666244634253,0.859583497331943,14.6191389822674,11,668.5,952.5,156,132,garbanzo,G_6.png
14408,465.016,0.707850182421802,-23.3682144229117,173.298421306946,122.411523029104,776.064339255969,465.828289838978,149.078081621322,129.904705719045,97.8911021654636,23.5903723572006,22.4260724688852,21.2733046472688,1.41570349766618,0.83729360003964,15.0083203953359,12,702.5,398.5,156,127,garbanzo,G_6.png
13623,435.285,0.440136495809547,7.31954215849658,141.524018744858,127.07878667686,980.203332599281,1202.41473977832,130.929824561404,117.956250458783,83.1677310430889,24.2848541536224,21.9361868750484,19.2503305540467,1.11367146669986,0.903514688990879,13.908319109227,13,910.5,1133.5,142,127,garbanzo,G_6.png
15423,473.048,0.653878053748202,25.1176962515766,164.830769702965,124.710952822286,1026.06976593399,1543.12688841341,135.570641250081,112.789664786358,73.665240225637,23.0685501745533,21.9826296248687,20.3085469492795,1.32170243248682,0.866100523835442,14.5091363745056,14,945.5,1471.5,161,136,garbanzo,G_6.png
15099,455.638,0.271187525246041,39.6791857717511,146.434878378203,140.947455751676,1098.74872508113,801.063845287767,142.061792171667,130.58573415458,96.6035499039671,22.6688617172418,22.1377175433094,21.6616414155854,1.03893239929208,0.913941031315228,13.7496514367839,15,1029.5,728.5,144,141,garbanzo,G_6.png
15331,448.9,0.419636388815248,-63.9386231570556,147.921614305328,134.267309469477,1155.61652860218,1053.76576870393,120.121648946579,103.60159154654,67.9482095101428,21.1534667041064,19.3670093615153,18.1865359514121,1.10169493147514,0.956051169008119,13.1440356141152,16,1082.5,975.5,143,151,garbanzo,G_6.png
15236,455.928,0.496280446292569,-59.3653982641911,151.827348811191,131.810775055404,1427.8460225781,1231.93600682594,129.892622735626,112.265555263849,75.4898267261749,22.8961502042938,21.8254187753538,20.4871319257158,1.15185840267894,0.921060799678494,13.6433671031767,17,1359.5,1151.5,138,147,garbanzo,G_6.png
16113,495.471,0.595056680774139,-69.6249327290609,161.935017262257,130.14453957744,206.815987091169,1113.39005771737,148.824675727673,117.413082604108,79.9002048035748,26.9674231882518,23.809421721197,21.270902928718,1.24427054556446,0.824802161959526,15.2356179383727,1,139.5,1033.5,142,164,garbanzo,g_10.png
11767,751.822,0.536519590075392,21.2129983954862,146.514748538899,123.64201840244,212.463159683862,366.511175320812,154.052094841506,126.157474292513,94.0113027959548,25.8669582604918,24.569164031184,22.9662329944969,1.18499156218892,0.261604709162765,48.0357202076995,2,145.5,309.5,143,120,garbanzo,g_10.png
13106,1624.469,0.640020614884056,-10.7500991621286,186.77163804175,143.507433204216,450.308026857928,367.99908438883,155.345795818709,132.841980772165,102.688692202045,25.4204969966787,25.2132904370804,23.3806969695291,1.30147710032529,0.0624104295283286,201.350490764612,3,359.5,305.5,182,129,garbanzo,g_10.png
12362,459.81,0.635682982912492,50.8803429563334,165.53497423959,127.784760111904,452.503640187672,1155.7122633878,153.634282478563,133.201989969261,98.6892088658793,25.8275688230349,23.7999214644503,20.9451109656844,1.29542031533829,0.734753695444534,17.1028341773176,4,381.5,1073.5,141,154,garbanzo,g_10.png
14111,448.716,0.479958904471162,9.62120885312518,147.424413399951,129.334106967339,589.222592303876,1522.025724612,141.542059386294,119.532279781731,83.4214442633407,26.1705830654192,23.1189771539813,20.0427301700504,1.13987266666774,0.880693000547434,14.2687299734959,5,514.5,1450.5,152,130,garbanzo,g_10.png
14572,469.887,0.711531933949418,-0.53322090878559,174.552731299583,122.650133031512,625.777930277244,1062.84971177601,146.948737304419,126.152552841065,90.6078094976668,23.8125020823695,22.4443338344143,20.5479158023018,1.42317604543271,0.829358245519264,15.1519209970491,6,545.5,1001.5,167,124,garbanzo,g_10.png
13833,437.868,0.637739675740003,52.2322252707081,155.861918556786,120.052950696387,716.154919395648,889.456300151811,142.955757970072,123.413070194463,88.2533795995084,24.6253666874397,22.8458632382028,21.4446152421068,1.2982764492891,0.906650334138113,13.8602172648016,7,648.5,818.5,136,151,garbanzo,g_10.png
16392,467.035,0.532298953736959,54.0435194729959,158.639701048206,134.297462224694,831.994082479258,1504.78306490971,128.105234260615,104.601390922401,67.2363958028306,24.7940174735155,22.8054527689812,20.1477929074726,1.18125613410911,0.944371675983807,13.3065941450098,8,763.5,1433.5,140,149,garbanzo,g_10.png
12873,441.821,0.664244653811627,-31.4699988930885,149.588108581527,111.81939147284,1178.5831585489,740.166783189622,145.145187601958,131.056319428261,96.3963334110153,23.0440198841627,20.2063549722057,18.3335996276197,1.33776536083064,0.828699209754351,15.1639707947642,9,1101.5,674.5,150,129,garbanzo,g_10.png
16875,522.208,0.679706149500339,37.6475161517144,187.86037282005,137.792676569722,1224.09025185185,1521.2256,146.680888888889,129.18157037037,89.8272,25.6785415233253,23.380050115751,20.7400878835888,1.36335527762968,0.777618535599082,16.1600708304593,10,1141.5,1445.5,179,158,garbanzo,g_10.png
12751,415.371,0.563368343849936,-33.337607916631,141.877091139687,117.21968290156,1253.72025723473,1208.76848874598,138.885185475649,124.09050270567,86.2407654301623,26.0153136072061,25.0920432039176,23.1445294432054,1.21035211517194,0.928713515006306,13.5309440546624,11,1183.5,1147.5,133,123,garbanzo,g_10.png
15572,472.031,0.461128996365767,36.8157708917871,159.141177252581,141.211235795154,1480.88736193167,1519.3977010018,143.443488312355,125.244156177755,87.4355253018238,25.4877880040539,23.1507746323691,20.3931656827398,1.12697248456516,0.878240006226974,14.3085836733239,12,1406.5,1446.5,154,148,garbanzo,g_10.png
15559,460.312,0.203737743198094,-74.6272551836429,146.688015469969,143.611307865268,1526.48274310688,1152.04087666302,142.26499132335,130.23452664053,95.2217366154637,22.0565518536866,21.7783261212099,21.2135503787854,1.02142385338895,0.922756156129413,13.6183004912912,13,1456.5,1072.5,143,149,garbanzo,g_10.png
14280,445.758,0.566530783326965,1.83896356226007,152.121658478801,125.354419134807,1750.50735294118,494.189215686275,145.010154061625,124.784943977591,92.5331232492997,21.6691397197924,19.7718384182212,18.9410649738106,1.2135324747922,0.903108186515893,13.9145794512605,14,1670.5,430.5,159,127,garbanzo,g_10.png
15659,468.476,0.639524082077089,-66.1922731918107,166.362720076687,127.894845279983,1881.43866147264,1506.23430614982,140.630500031931,120.589054218022,87.5288332588288,23.2246247628501,21.6422900616913,19.831384204077,1.30077736684767,0.896600949217816,14.0155669312217,15,1814.5,1423.5,141,164,garbanzo,g_10.png
14222,452.332,0.649632307641254,-11.4272968897112,160.639961823312,122.126298797453,1943.15201800028,1193.70095626494,145.598860919702,124.175994937421,89.4558430600478,22.0063189740372,22.4595746424738,22.5159371624205,1.31535929120176,0.873485927900259,14.386460288567,16,1862.5,1132.5,165,125,garbanzo,g_10.png
18595,518.096,0.581255262704554,52.3522508674675,177.401488936911,144.355366439459,2184.98655552568,1238.46620059156,149.801290669535,123.476203280452,89.0057004571121,21.4471401306063,19.5676873022488,19.1617540679475,1.22892202286993,0.870533659886901,14.4352495410594,17,2107.5,1150.5,160,167,garbanzo,g_10.png
16071,528.6,0.688618277663851,23.0208260096028,201.662971534005,146.230667841941,2257.68856947296,1538.24964221268,151.04567232904,126.336133408002,95.0646506129052,24.2762806438424,22.5427757767724,20.9777459766519,1.37907440696353,0.722767219914448,17.386470039201,18,2166.5,1454.5,179,162,garbanzo,g_10.png
15040,583.647,0.654481278731312,-14.4240231239426,180.329239100395,136.343007850972,233.060372340426,555.506316489362,151.862034574468,125.772606382979,92.8273271276596,28.690185057745,26.5204678696847,23.4369682351457,1.32261449958256,0.554826486216813,22.6491902000665,1,140.5,489.5,179,133,garbanzo,g_15.png
15260,447.112,0.481378441689021,-79.695349515575,150.552962856423,131.961608237828,395.372804718218,861.961533420708,141.126736566186,117.697903014417,84.7879423328965,27.3264302340459,24.8649400228916,21.5489052379285,1.14088457140571,0.95924986247897,13.1002058023591,2,324.5,788.5,134,150,garbanzo,g_15.png
14932,472.916,0.646089703600553,-7.91735565168674,162.667271199054,124.157663020717,645.310206268417,1186.765403161,139.110701848379,119.823667291722,86.3282212697562,24.3392819042993,22.3445668460129,20.3023928000983,1.31016698640591,0.838995883692136,14.9778692108224,3,563.5,1121.5,170,127,garbanzo,g_15.png
13250,442.241,0.535174187045371,-78.9588302670147,144.443758450618,122.017670325779,692.465886792453,408.909433962264,149.562037735849,130.007018867925,99.0652830188679,25.3405747424946,26.0974478966698,26.1523439193134,1.183793774008,0.851349206367215,14.7605360061132,4,630.5,332.5,124,148,garbanzo,g_15.png
14517,450.155,0.641601074055214,-18.5879042878732,159.040839649339,121.990447216997,724.474409313219,847.147688916443,141.102844940415,124.498656747262,91.5053385685748,25.3531973072904,23.2251064133563,20.6557736113779,1.30371552262971,0.900248868459373,13.9587741286078,5,650.5,781.5,154,126,garbanzo,g_15.png
13036,426.382,0.540350283265461,41.1329468077072,143.28419271921,120.565076474878,898.949217551396,1364.04119361767,131.5059834305,115.836606320957,80.6182878183492,25.4037840982924,25.35634789012,23.4976361144629,1.18843861679187,0.901065768324423,13.9461192025161,6,834.5,1292.5,139,140,garbanzo,g_15.png
13489,425.561,0.457448437060661,28.746276124926,142.601995928681,126.806849598497,1035.4432500556,462.616798873156,152.746756616502,140.092964637853,108.145600118615,23.5083099700601,21.3172657063782,19.2857716372936,1.12456067144791,0.935978724927054,13.425914798799,7,964.5,391.5,140,132,garbanzo,g_15.png
15748,458.626,0.555073282631855,61.8050168630897,156.128468613187,129.867886455428,1218.35693421387,1368.64465328931,127.820421640843,108.287909575819,73.0179705359411,23.8619339921656,21.9608156818753,20.0632104468244,1.20220997564915,0.940844665223444,13.356477513081,8,1147.5,1292.5,139,156,garbanzo,g_15.png
13226,427.909,0.623632406973265,-36.0477535763614,151.764442212537,118.636956384833,1301.14872221382,844.171858460608,148.296990775745,130.049372448208,94.5309239376985,23.5962308678892,22.0221726379776,20.7532808386032,1.27923411757333,0.907685798551906,13.8444058884772,9,1234.5,778.5,137,127,garbanzo,g_15.png
13006,424.775,0.64416165802936,85.2044296509814,152.014570134859,116.274329773572,1332.97570352145,514.525757342765,144.033984314932,129.78709826234,96.4078117791788,24.8294931022552,23.23225673055,22.1957302098428,1.307378597072,0.905807091821078,13.8731201464709,10,1277.5,436.5,115,155,garbanzo,g_15.png
16179,502.513,0.713557849698774,16.1365199493177,187.401577167038,131.292854193373,1645.43253600346,1380.98399159404,145.574881018604,130.171827677854,96.3237530131652,25.7930393172028,23.692771156192,20.950014068892,1.42735549713182,0.805131718473297,15.6078444384078,11,1555.5,1308.5,174,136,garbanzo,g_15.png
14263,495.051,0.731649042400292,44.5367591855494,186.574778391316,127.184576344062,1723.12816378041,277.840005608918,160.720114982823,144.261515810138,113.548902755381,17.5826567283803,17.5859181540438,17.9932084141313,1.46696072554105,0.731342584157978,17.1826048237397,12,1635.5,195.5,169,159,garbanzo,g_15.png
13898,458.684,0.721968162167187,40.3072338637709,170.932646160556,118.272789477343,1727.14505684271,680.176788027054,155.886026766441,140.186933371708,106.394733055116,22.602648513488,22.2879497803468,22.444210165213,1.4452406755258,0.830108744939634,15.138222179882,13,1644.5,610.5,157,138,garbanzo,g_15.png
12335,408.731,0.613847341346409,-26.4015417895278,142.90310823437,112.811250999851,1740.86915281719,1031.28666396433,149.383623834617,130.910822861775,93.8257802999595,23.9704000552292,21.8501536001894,19.2573202065077,1.26674517805462,0.927841646811166,13.5436587240373,14,1667.5,967.5,141,124,garbanzo,g_15.png
13586,442.904,0.646408585683128,-2.78661940199271,158.668015750208,121.062338114684,2032.23045782423,365.079493596349,150.444207272192,126.196378625055,94.7190490210511,18.3019136933033,19.2282037013418,20.6506397564134,1.3106306901152,0.870326624069883,14.4386834400118,15,1952.5,306.5,161,121,garbanzo,g_15.png
12553,416.027,0.584622176890899,40.4073934206895,143.96302939655,116.798023804302,2052.31530311479,1071.00183223134,148.264558272923,129.075918107225,97.630287580658,20.7743775153832,19.2135873365702,18.5902685601575,1.23258103782444,0.91141119473785,13.7878168349398,16,1984.5,1003.5,139,133,garbanzo,g_15.png
